type,location,cause,metrics,year,val,,
country,United Arab Emirates,Environmental/occupational risks,Percent,2016,0.236465916,,
country,United Arab Emirates,Environmental/occupational risks,Number,2017,3974.463849,,
country,United Arab Emirates,Environmental/occupational risks,Percent,2017,0.24391156,,
country,United Arab Emirates,Environmental/occupational risks,Number,2018,4029.855182,,
country,United Arab Emirates,Environmental/occupational risks,Percent,2018,0.24126259,,
country,United Arab Emirates,Environmental/occupational risks,Number,2019,4269.243461,,
country,United Arab Emirates,Environmental/occupational risks,Percent,2019,0.240862792,,
country,United Arab Emirates,Environmental/occupational risks,Number,2020,3479.529774,,
country,United Arab Emirates,Environmental/occupational risks,Percent,2020,0.217818918,,
country,United Arab Emirates,Environmental/occupational risks,Number,2021,3802.649813,,
country,United Arab Emirates,Environmental/occupational risks,Percent,2021,0.190127046,,
country,India,"Unsafe water, sanitation, and handwashing",Number,1990,1277679.886,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,1990,0.163257895,,
country,India,"Unsafe water, sanitation, and handwashing",Number,1991,1270950.245,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,1991,0.161312877,,
country,India,"Unsafe water, sanitation, and handwashing",Number,1992,1278409.666,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,1992,0.159724036,,
country,India,"Unsafe water, sanitation, and handwashing",Number,1993,1248075.843,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,1993,0.156180474,,
country,India,"Unsafe water, sanitation, and handwashing",Number,1994,1223422.811,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,1994,0.151995541,,
country,India,"Unsafe water, sanitation, and handwashing",Number,1995,1214586.844,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,1995,0.148523332,,
country,India,"Unsafe water, sanitation, and handwashing",Number,1996,1183649.888,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,1996,0.144229733,,
country,India,"Unsafe water, sanitation, and handwashing",Number,1997,1152174.759,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,1997,0.139697753,,
country,India,"Unsafe water, sanitation, and handwashing",Number,1998,1120039.958,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,1998,0.134240699,,
country,India,"Unsafe water, sanitation, and handwashing",Number,1999,1054733.618,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,1999,0.128771545,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2000,1008171.921,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2000,0.123728722,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2001,973820.2565,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2001,0.118765753,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2002,947854.6267,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2002,0.115726188,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2003,930264.9671,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2003,0.112650941,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2004,907507.629,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2004,0.108930188,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2005,887656.7137,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2005,0.105818026,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2006,873427.1567,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2006,0.102735866,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2007,863186.6749,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2007,0.099202107,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2008,842697.8293,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2008,0.095568309,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2009,809492.4327,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2009,0.092643996,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2010,783181.4667,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2010,0.089041853,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2011,754269.0903,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2011,0.084606603,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2012,725438.5538,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2012,0.080529946,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2013,708630.4174,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2013,0.076910371,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2014,672889.6909,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2014,0.072306519,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2015,627365.3377,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2015,0.067931128,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2016,587018.9546,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2016,0.06377926,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2017,565449.333,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2017,0.060659646,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2018,542461.7931,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2018,0.057343217,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2019,517287.242,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2019,0.054271237,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2020,488875.3315,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2020,0.045831923,,
country,India,"Unsafe water, sanitation, and handwashing",Number,2021,471050.8878,,
country,India,"Unsafe water, sanitation, and handwashing",Percent,2021,0.040092989,,
country,United Arab Emirates,Non-optimal temperature,Number,1990,442.9902535,,
country,United Arab Emirates,Non-optimal temperature,Percent,1990,0.081534302,,
country,United Arab Emirates,Non-optimal temperature,Number,1991,386.9623075,,
country,United Arab Emirates,Non-optimal temperature,Percent,1991,0.068789249,,
country,United Arab Emirates,Non-optimal temperature,Number,1992,451.1606199,,
country,United Arab Emirates,Non-optimal temperature,Percent,1992,0.07913879,,
country,United Arab Emirates,Non-optimal temperature,Number,1993,467.1730851,,
country,United Arab Emirates,Non-optimal temperature,Percent,1993,0.080824689,,
country,United Arab Emirates,Non-optimal temperature,Number,1994,485.5141281,,
country,United Arab Emirates,Non-optimal temperature,Percent,1994,0.081412118,,
country,United Arab Emirates,Non-optimal temperature,Number,1995,479.0811457,,
country,United Arab Emirates,Non-optimal temperature,Percent,1995,0.079782156,,
country,United Arab Emirates,Non-optimal temperature,Number,1996,545.9833636,,
country,United Arab Emirates,Non-optimal temperature,Percent,1996,0.089348899,,
country,United Arab Emirates,Non-optimal temperature,Number,1997,555.9558855,,
country,United Arab Emirates,Non-optimal temperature,Percent,1997,0.085591962,,
country,United Arab Emirates,Non-optimal temperature,Number,1998,678.9679093,,
country,United Arab Emirates,Non-optimal temperature,Percent,1998,0.098076993,,
country,United Arab Emirates,Non-optimal temperature,Number,1999,681.0171726,,
country,United Arab Emirates,Non-optimal temperature,Percent,1999,0.091666606,,
country,United Arab Emirates,Non-optimal temperature,Number,2000,709.8955421,,
country,United Arab Emirates,Non-optimal temperature,Percent,2000,0.091103386,,
country,United Arab Emirates,Non-optimal temperature,Number,2001,729.444465,,
country,United Arab Emirates,Non-optimal temperature,Percent,2001,0.089969346,,
country,United Arab Emirates,Non-optimal temperature,Number,2002,740.9358859,,
country,United Arab Emirates,Non-optimal temperature,Percent,2002,0.089583415,,
country,United Arab Emirates,Non-optimal temperature,Number,2003,750.0169781,,
country,United Arab Emirates,Non-optimal temperature,Percent,2003,0.088585775,,
country,United Arab Emirates,Non-optimal temperature,Number,2004,760.5580001,,
country,United Arab Emirates,Non-optimal temperature,Percent,2004,0.084958729,,
country,United Arab Emirates,Non-optimal temperature,Number,2005,842.6769112,,
country,United Arab Emirates,Non-optimal temperature,Percent,2005,0.090462291,,
country,United Arab Emirates,Non-optimal temperature,Number,2006,974.6227175,,
country,United Arab Emirates,Non-optimal temperature,Percent,2006,0.096733805,,
country,United Arab Emirates,Non-optimal temperature,Number,2007,1126.707352,,
country,United Arab Emirates,Non-optimal temperature,Percent,2007,0.098057438,,
country,United Arab Emirates,Non-optimal temperature,Number,2008,1178.489377,,
country,United Arab Emirates,Non-optimal temperature,Percent,2008,0.095302248,,
country,United Arab Emirates,Non-optimal temperature,Number,2009,1220.581766,,
country,United Arab Emirates,Non-optimal temperature,Percent,2009,0.09375404,,
country,United Arab Emirates,Non-optimal temperature,Number,2010,1338.924993,,
country,United Arab Emirates,Non-optimal temperature,Percent,2010,0.097495414,,
country,United Arab Emirates,Non-optimal temperature,Number,2011,1365.163189,,
country,United Arab Emirates,Non-optimal temperature,Percent,2011,0.096423987,,
country,United Arab Emirates,Non-optimal temperature,Number,2012,1415.995582,,
country,United Arab Emirates,Non-optimal temperature,Percent,2012,0.09824879,,
country,United Arab Emirates,Non-optimal temperature,Number,2013,1318.860563,,
country,United Arab Emirates,Non-optimal temperature,Percent,2013,0.08551712,,
country,United Arab Emirates,Non-optimal temperature,Number,2014,1521.098459,,
country,United Arab Emirates,Non-optimal temperature,Percent,2014,0.095389994,,
country,United Arab Emirates,Non-optimal temperature,Number,2015,1630.013508,,
country,United Arab Emirates,Non-optimal temperature,Percent,2015,0.100578255,,
country,United Arab Emirates,Non-optimal temperature,Number,2016,1540.231615,,
country,United Arab Emirates,Non-optimal temperature,Percent,2016,0.094713382,,
country,United Arab Emirates,Non-optimal temperature,Number,2017,1698.729921,,
country,United Arab Emirates,Non-optimal temperature,Percent,2017,0.104177818,,
country,United Arab Emirates,Non-optimal temperature,Number,2018,1701.443441,,
country,United Arab Emirates,Non-optimal temperature,Percent,2018,0.101797536,,
country,United Arab Emirates,Non-optimal temperature,Number,2019,1864.545084,,
country,United Arab Emirates,Non-optimal temperature,Percent,2019,0.105127557,,
country,United Arab Emirates,Non-optimal temperature,Number,2020,1538.386947,,
country,United Arab Emirates,Non-optimal temperature,Percent,2020,0.096248255,,
country,United Arab Emirates,Non-optimal temperature,Number,2021,1612.498231,,
country,United Arab Emirates,Non-optimal temperature,Percent,2021,0.080630484,,
country,India,Environmental/occupational risks,Number,1990,2835400.24,,
country,India,Environmental/occupational risks,Percent,1990,0.36231722,,
country,India,Environmental/occupational risks,Number,1991,2871643.927,,
country,India,Environmental/occupational risks,Percent,1991,0.364467392,,
country,India,Environmental/occupational risks,Number,1992,2923117.911,,
country,India,Environmental/occupational risks,Percent,1992,0.365267242,,
country,India,Environmental/occupational risks,Number,1993,2911762.764,,
country,India,Environmental/occupational risks,Percent,1993,0.364344732,,
country,India,Environmental/occupational risks,Number,1994,2928064.155,,
country,India,Environmental/occupational risks,Percent,1994,0.363770093,,
country,India,Environmental/occupational risks,Number,1995,2982369.741,,
country,India,Environmental/occupational risks,Percent,1995,0.364711996,,
country,India,Environmental/occupational risks,Number,1996,2967783.019,,
country,India,Environmental/occupational risks,Percent,1996,0.361582523,,
country,India,Environmental/occupational risks,Number,1997,2956697.294,,
country,India,Environmental/occupational risks,Percent,1997,0.358475523,,
country,India,Environmental/occupational risks,Number,1998,2979893.653,,
country,India,Environmental/occupational risks,Percent,1998,0.357156581,,
country,India,Environmental/occupational risks,Number,1999,2881712.443,,
country,India,Environmental/occupational risks,Percent,1999,0.351841974,,
country,India,Environmental/occupational risks,Number,2000,2834355.582,,
country,India,Environmental/occupational risks,Percent,2000,0.347873444,,
country,India,Environmental/occupational risks,Number,2001,2834228.582,,
country,India,Environmental/occupational risks,Percent,2001,0.345669341,,
country,India,Environmental/occupational risks,Number,2002,2857000.536,,
country,India,Environmental/occupational risks,Percent,2002,0.348801969,,
country,India,Environmental/occupational risks,Number,2003,2900395.818,,
country,India,Environmental/occupational risks,Percent,2003,0.351158114,,
country,India,Environmental/occupational risks,Number,2004,2911764.664,,
country,India,Environmental/occupational risks,Percent,2004,0.34951635,,
country,India,Environmental/occupational risks,Number,2005,2924762.065,,
country,India,Environmental/occupational risks,Percent,2005,0.348675269,,
country,India,Environmental/occupational risks,Number,2006,2957322.639,,
country,India,Environmental/occupational risks,Percent,2006,0.347865784,,
country,India,Environmental/occupational risks,Number,2007,3048827.168,,
country,India,Environmental/occupational risks,Percent,2007,0.350435258,,
country,India,Environmental/occupational risks,Number,2008,3069056.302,,
country,India,Environmental/occupational risks,Percent,2008,0.34807758,,
country,India,Environmental/occupational risks,Number,2009,3044767.111,,
country,India,Environmental/occupational risks,Percent,2009,0.348475997,,
country,India,Environmental/occupational risks,Number,2010,3074078.717,,
country,India,Environmental/occupational risks,Percent,2010,0.349558011,,
country,India,Environmental/occupational risks,Number,2011,3098001.15,,
country,India,Environmental/occupational risks,Percent,2011,0.347567493,,
country,India,Environmental/occupational risks,Number,2012,3165032.508,,
country,India,Environmental/occupational risks,Percent,2012,0.351317286,,
country,India,Environmental/occupational risks,Number,2013,3239113.55,,
country,India,Environmental/occupational risks,Percent,2013,0.351630564,,
country,India,Environmental/occupational risks,Number,2014,3303597.23,,
country,India,Environmental/occupational risks,Percent,2014,0.354999669,,
country,India,Environmental/occupational risks,Number,2015,3229114.854,,
country,India,Environmental/occupational risks,Percent,2015,0.349612716,,
country,India,Environmental/occupational risks,Number,2016,3198589.937,,
country,India,Environmental/occupational risks,Percent,2016,0.347407083,,
country,India,Environmental/occupational risks,Number,2017,3202451.397,,
country,India,Environmental/occupational risks,Percent,2017,0.343434487,,
country,India,Environmental/occupational risks,Number,2018,3227496.774,,
country,India,Environmental/occupational risks,Percent,2018,0.341213101,,
country,India,Environmental/occupational risks,Number,2019,3237240.768,,
country,India,Environmental/occupational risks,Percent,2019,0.33961184,,
country,India,Environmental/occupational risks,Number,2020,3095599.412,,
country,India,Environmental/occupational risks,Percent,2020,0.290208316,,
country,India,Environmental/occupational risks,Number,2021,3135839.172,,
country,India,Environmental/occupational risks,Percent,2021,0.266935239,,
country,Islamic Republic of Iran,Occupational risks,Number,1990,4338.428768,,
country,Islamic Republic of Iran,Occupational risks,Percent,1990,0.013044968,,
country,Islamic Republic of Iran,Occupational risks,Number,1991,4178.738565,,
country,Islamic Republic of Iran,Occupational risks,Percent,1991,0.014609457,,
country,Islamic Republic of Iran,Occupational risks,Number,1992,4037.866817,,
country,Islamic Republic of Iran,Occupational risks,Percent,1992,0.014365282,,
country,Islamic Republic of Iran,Occupational risks,Number,1993,3885.279573,,
country,Islamic Republic of Iran,Occupational risks,Percent,1993,0.014017099,,
country,Islamic Republic of Iran,Occupational risks,Number,1994,3864.658277,,
country,Islamic Republic of Iran,Occupational risks,Percent,1994,0.01423676,,
country,Islamic Republic of Iran,Occupational risks,Number,1995,3851.100939,,
country,Islamic Republic of Iran,Occupational risks,Percent,1995,0.014373263,,
country,Islamic Republic of Iran,Occupational risks,Number,1996,3868.176741,,
country,Islamic Republic of Iran,Occupational risks,Percent,1996,0.014504299,,
country,Islamic Republic of Iran,Occupational risks,Number,1997,3934.289485,,
country,Islamic Republic of Iran,Occupational risks,Percent,1997,0.01456643,,
country,Islamic Republic of Iran,Occupational risks,Number,1998,4012.157875,,
country,Islamic Republic of Iran,Occupational risks,Percent,1998,0.01489791,,
country,Islamic Republic of Iran,Occupational risks,Number,1999,4088.487612,,
country,Islamic Republic of Iran,Occupational risks,Percent,1999,0.015018422,,
country,Islamic Republic of Iran,Occupational risks,Number,2000,4159.639444,,
country,Islamic Republic of Iran,Occupational risks,Percent,2000,0.015099721,,
country,Islamic Republic of Iran,Occupational risks,Number,2001,4200.238597,,
country,Islamic Republic of Iran,Occupational risks,Percent,2001,0.014947092,,
country,Islamic Republic of Iran,Occupational risks,Number,2002,4236.992039,,
country,Islamic Republic of Iran,Occupational risks,Percent,2002,0.014787537,,
country,Islamic Republic of Iran,Occupational risks,Number,2003,4296.287808,,
country,Islamic Republic of Iran,Occupational risks,Percent,2003,0.013478241,,
country,Islamic Republic of Iran,Occupational risks,Number,2004,4352.177427,,
country,Islamic Republic of Iran,Occupational risks,Percent,2004,0.014612468,,
country,Islamic Republic of Iran,Occupational risks,Number,2005,4356.969335,,
country,Islamic Republic of Iran,Occupational risks,Percent,2005,0.014395237,,
country,Islamic Republic of Iran,Occupational risks,Number,2006,4344.037662,,
country,Islamic Republic of Iran,Occupational risks,Percent,2006,0.01410658,,
country,Islamic Republic of Iran,Occupational risks,Number,2007,4360.383848,,
country,Islamic Republic of Iran,Occupational risks,Percent,2007,0.013908656,,
country,Islamic Republic of Iran,Occupational risks,Number,2008,4349.495417,,
country,Islamic Republic of Iran,Occupational risks,Percent,2008,0.013629111,,
country,Islamic Republic of Iran,Occupational risks,Number,2009,4380.304304,,
country,Islamic Republic of Iran,Occupational risks,Percent,2009,0.013472841,,
country,Islamic Republic of Iran,Occupational risks,Number,2010,4394.775202,,
country,Islamic Republic of Iran,Occupational risks,Percent,2010,0.013316798,,
country,Islamic Republic of Iran,Occupational risks,Number,2011,4392.140013,,
country,Islamic Republic of Iran,Occupational risks,Percent,2011,0.013156292,,
country,Islamic Republic of Iran,Occupational risks,Number,2012,4442.565489,,
country,Islamic Republic of Iran,Occupational risks,Percent,2012,0.013078215,,
country,Islamic Republic of Iran,Occupational risks,Number,2013,4497.652665,,
country,Islamic Republic of Iran,Occupational risks,Percent,2013,0.012903968,,
country,Islamic Republic of Iran,Occupational risks,Number,2014,4545.936744,,
country,Islamic Republic of Iran,Occupational risks,Percent,2014,0.012788441,,
country,Islamic Republic of Iran,Occupational risks,Number,2015,4592.14524,,
country,Islamic Republic of Iran,Occupational risks,Percent,2015,0.012623557,,
country,Islamic Republic of Iran,Occupational risks,Number,2016,4600.662281,,
country,Islamic Republic of Iran,Occupational risks,Percent,2016,0.012558048,,
country,Islamic Republic of Iran,Occupational risks,Number,2017,4596.291724,,
country,Islamic Republic of Iran,Occupational risks,Percent,2017,0.012370915,,
country,Islamic Republic of Iran,Occupational risks,Number,2018,4592.370641,,
country,Islamic Republic of Iran,Occupational risks,Percent,2018,0.012292114,,
country,Islamic Republic of Iran,Occupational risks,Number,2019,4620.460495,,
country,Islamic Republic of Iran,Occupational risks,Percent,2019,0.012127265,,
country,Islamic Republic of Iran,Occupational risks,Number,2020,4505.618743,,
country,Islamic Republic of Iran,Occupational risks,Percent,2020,0.010573811,,
country,Islamic Republic of Iran,Occupational risks,Number,2021,4497.693315,,
country,Islamic Republic of Iran,Occupational risks,Percent,2021,0.007900647,,
country,India,Non-optimal temperature,Number,1990,137050.8484,,
country,India,Non-optimal temperature,Percent,1990,0.017511998,,
country,India,Non-optimal temperature,Number,1991,168169.4217,,
country,India,Non-optimal temperature,Percent,1991,0.021345516,,
country,India,Non-optimal temperature,Number,1992,172714.927,,
country,India,Non-optimal temperature,Percent,1992,0.02158651,,
country,India,Non-optimal temperature,Number,1993,167372.5054,,
country,India,Non-optimal temperature,Percent,1993,0.020943835,,
country,India,Non-optimal temperature,Number,1994,167380.0314,,
country,India,Non-optimal temperature,Percent,1994,0.020791056,,
country,India,Non-optimal temperature,Number,1995,191613.1327,,
country,India,Non-optimal temperature,Percent,1995,0.023427718,,
country,India,Non-optimal temperature,Number,1996,181721.2815,,
country,India,Non-optimal temperature,Percent,1996,0.022133401,,
country,India,Non-optimal temperature,Number,1997,173198.6354,,
country,India,Non-optimal temperature,Percent,1997,0.020996786,,
country,India,Non-optimal temperature,Number,1998,205163.859,,
country,India,Non-optimal temperature,Percent,1998,0.024583034,,
country,India,Non-optimal temperature,Number,1999,184336.5027,,
country,India,Non-optimal temperature,Percent,1999,0.022500064,,
country,India,Non-optimal temperature,Number,2000,175815.1753,,
country,India,Non-optimal temperature,Percent,2000,0.021576396,,
country,India,Non-optimal temperature,Number,2001,175139.0027,,
country,India,Non-optimal temperature,Percent,2001,0.021355176,,
country,India,Non-optimal temperature,Number,2002,205053.8674,,
country,India,Non-optimal temperature,Percent,2002,0.025025097,,
country,India,Non-optimal temperature,Number,2003,217458.3454,,
country,India,Non-optimal temperature,Percent,2003,0.026324495,,
country,India,Non-optimal temperature,Number,2004,209236.0625,,
country,India,Non-optimal temperature,Percent,2004,0.025117522,,
country,India,Non-optimal temperature,Number,2005,224715.4351,,
country,India,Non-optimal temperature,Percent,2005,0.026783408,,
country,India,Non-optimal temperature,Number,2006,200043.9758,,
country,India,Non-optimal temperature,Percent,2006,0.023530439,,
country,India,Non-optimal temperature,Number,2007,231050.2502,,
country,India,Non-optimal temperature,Percent,2007,0.026558095,,
country,India,Non-optimal temperature,Number,2008,210794.3757,,
country,India,Non-optimal temperature,Percent,2008,0.023905776,,
country,India,Non-optimal temperature,Number,2009,248909.5616,,
country,India,Non-optimal temperature,Percent,2009,0.028491862,,
country,India,Non-optimal temperature,Number,2010,286321.0664,,
country,India,Non-optimal temperature,Percent,2010,0.03256289,,
country,India,Non-optimal temperature,Number,2011,244240.5205,,
country,India,Non-optimal temperature,Percent,2011,0.027409924,,
country,India,Non-optimal temperature,Number,2012,302749.9391,,
country,India,Non-optimal temperature,Percent,2012,0.0336014,,
country,India,Non-optimal temperature,Number,2013,284918.3049,,
country,India,Non-optimal temperature,Percent,2013,0.030935332,,
country,India,Non-optimal temperature,Number,2014,339188.6832,,
country,India,Non-optimal temperature,Percent,2014,0.036448681,,
country,India,Non-optimal temperature,Number,2015,304341.9262,,
country,India,Non-optimal temperature,Percent,2015,0.032953176,,
country,India,Non-optimal temperature,Number,2016,311004.4488,,
country,India,Non-optimal temperature,Percent,2016,0.03378062,,
country,India,Non-optimal temperature,Number,2017,319289.5441,,
country,India,Non-optimal temperature,Percent,2017,0.034241096,,
country,India,Non-optimal temperature,Number,2018,331778.5051,,
country,India,Non-optimal temperature,Percent,2018,0.035076533,,
country,India,Non-optimal temperature,Number,2019,381698.0472,,
country,India,Non-optimal temperature,Percent,2019,0.04003892,,
country,India,Non-optimal temperature,Number,2020,327996.8805,,
country,India,Non-optimal temperature,Percent,2020,0.030741034,,
country,India,Non-optimal temperature,Number,2021,294413.7049,,
country,India,Non-optimal temperature,Percent,2021,0.025067296,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,1990,107165.2306,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,1990,0.116311579,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,1991,108483.0953,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,1991,0.120710325,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,1992,110784.7199,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,1992,0.122342927,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,1993,111909.6204,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,1993,0.122219249,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,1994,112446.4435,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,1994,0.121770252,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,1995,111176.691,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,1995,0.11972702,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,1996,108894.8289,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,1996,0.117830432,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,1997,106337.0312,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,1997,0.115801502,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,1998,103654.8838,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,1998,0.113671753,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,1999,100341.8578,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,1999,0.107965547,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2000,97132.73856,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2000,0.104154112,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2001,93299.59673,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2001,0.108099276,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2002,89293.002,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2002,0.106151476,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2003,84730.37678,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2003,0.103158738,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2004,80218.12538,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2004,0.100634559,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2005,77369.72348,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2005,0.100908419,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2006,74273.38484,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2006,0.100901108,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2007,71534.94124,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2007,0.102009557,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2008,68285.06242,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2008,0.101723713,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2009,65176.58549,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2009,0.1008463,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2010,61012.34468,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2010,0.098005718,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2011,58858.06943,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2011,0.097524569,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2012,56427.77211,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2012,0.095527239,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2013,54093.84115,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2013,0.093121615,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2014,53238.612,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2014,0.092995945,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2015,51800.20447,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2015,0.091158055,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2016,50403.48034,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2016,0.088866956,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2017,50029.79158,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2017,0.088658787,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2018,49338.94599,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2018,0.08740335,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2019,48179.15524,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2019,0.085370509,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2020,45471.02678,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2020,0.070566908,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Number,2021,44143.41723,,
country,Ethiopia,"Unsafe water, sanitation, and handwashing",Percent,2021,0.059908599,,
country,Indonesia,Air pollution,Number,1990,195849.9559,,
country,Indonesia,Air pollution,Percent,1990,0.143101745,,
country,Indonesia,Air pollution,Number,1991,198243.6839,,
country,Indonesia,Air pollution,Percent,1991,0.145567645,,
country,Indonesia,Air pollution,Number,1992,200772.5717,,
country,Indonesia,Air pollution,Percent,1992,0.147600508,,
country,Indonesia,Air pollution,Number,1993,203507.6863,,
